ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
164	301	0	0	0.000000	2.674419	2.674419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
165	252	0	0	0.000000	2.384921	2.384921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
166	472	0	0	0.000000	2.533898	2.533898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
167	359	0	0	0.000000	2.189415	2.189415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
168	520	0	0	0.000000	3.076923	3.076923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
169	160	0	0	0.000000	2.056250	2.056250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
170	338	0	0	0.000000	2.168639	2.168639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
171	268	0	1	0.000000	2.529851	2.529851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
172	108	0	0	0.000000	3.111111	3.111111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
173	265	2	0	0.000000	2.064151	2.064151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
174	86	0	0	0.000000	2.581395	2.581395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
175	101	0	0	0.000000	1.623762	1.623762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
176	294	0	0	0.000000	2.010204	2.010204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
177	327	0	0	0.000000	2.119266	2.119266	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
178	345	0	0	0.000000	1.797101	1.797101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
179	234	0	0	0.000000	1.525641	1.525641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
180	66	0	0	0.000000	1.742424	1.742424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
181	193	1	0	0.000000	1.746114	1.746114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
182	3	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
183	66	0	0	0.000000	1.606061	1.606061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
184	33	0	2	0.000000	3.848485	3.848485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
185	555	0	0	0.000000	2.551351	2.551351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
186	280	2	0	0.000000	2.953571	2.953571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
187	61	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
188	260	0	0	0.000000	1.596154	1.596154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
189	257	0	0	0.000000	1.338521	1.338521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
190	80	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
191	68	0	0	0.000000	1.205882	1.205882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
192	88	0	0	0.000000	3.738636	3.738636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
193	108	0	0	0.000000	1.462963	1.462963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
194	69	0	0	0.000000	2.739130	2.739130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
195	255	0	0	0.000000	3.003922	3.003922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
196	190	2	1	0.000000	2.305263	2.305263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
197	86	0	0	0.000000	2.255814	2.255814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
198	298	2	1	0.000000	1.795302	1.795302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
199	156	0	1	0.000000	1.730769	1.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
200	86	0	0	0.000000	2.348837	2.348837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
201	53	0	0	0.000000	2.415094	2.415094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
202	88	0	0	0.000000	1.931818	1.931818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
203	49	1	1	0.000000	2.530612	2.530612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
204	115	0	1	0.000000	2.052174	2.052174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
205	315	0	0	0.000000	2.142857	2.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
206	205	0	0	0.000000	1.258537	1.258537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
207	107	0	0	0.000000	2.719626	2.719626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
208	86	0	0	0.000000	2.220930	2.220930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
209	209	0	0	0.000000	1.894737	1.894737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
210	102	0	0	0.000000	3.578431	3.578431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
211	82	0	0	0.000000	1.292683	1.292683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
212	86	0	0	0.000000	2.430233	2.430233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
213	98	0	0	0.000000	2.459184	2.459184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
214	334	0	0	0.000000	2.392216	2.392216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
215	91	0	0	0.000000	1.406593	1.406593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
216	86	0	0	0.000000	1.744186	1.744186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
217	81	0	0	0.000000	1.765432	1.765432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
218	86	0	0	0.000000	2.546512	2.546512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
219	41	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
220	120	0	0	0.000000	1.433333	1.433333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
221	106	0	0	0.000000	1.981132	1.981132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
222	131	0	0	0.000000	2.854962	2.854962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
223	86	0	0	0.000000	1.883721	1.883721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
224	20	1	1	0.000000	1.850000	1.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
225	358	0	0	0.000000	2.145251	2.145251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
226	213	0	0	0.000000	1.929577	1.929577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
227	68	1	1	0.000000	2.735294	2.735294	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
228	49	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
229	83	0	0	0.000000	1.445783	1.445783	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
230	86	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
231	89	0	0	0.000000	1.932584	1.932584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
232	123	2	0	0.000000	1.650407	1.650407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
233	74	0	0	0.000000	1.891892	1.891892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
234	138	0	0	0.000000	3.391304	3.391304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
235	102	0	0	0.000000	1.558824	1.558824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
236	99	1	0	0.000000	2.434343	2.434343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
237	3	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
238	46	0	1	0.000000	2.739130	2.739130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
239	191	0	1	0.000000	4.392670	4.392670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
240	30	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
241	101	2	0	0.000000	1.801980	1.801980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
242	90	0	0	0.000000	3.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
243	51	0	0	0.000000	1.313725	1.313725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
244	47	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
245	39	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
246	90	0	0	0.000000	2.633333	2.633333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
247	86	0	0	0.000000	2.767442	2.767442	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
248	105	0	0	0.000000	2.742857	2.742857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
249	73	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
250	16	1	2	0.000000	3.937500	3.937500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
251	1	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
252	25	1	1	0.000000	3.320000	2.760000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
253	24	2	2	0.000000	5.166667	5.083333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
254	108	0	0	0.000000	2.990741	2.990741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
255	89	0	0	0.000000	1.932584	1.932584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
256	39	0	0	0.000000	1.846154	1.846154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
